account_id,assists,avatar,avatarfull,avatarmedium,cheese,country_code,deaths,denies,fantasy_role,fh_unavailable,full_history_time,gold_per_min,is_locked,is_pro,kda,kills,last_hits,last_login,last_match_time,loccountrycode,locked_until,main_role,name,personaname,profileurl,steamid,team_id,team_name,team_tag,xp_per_min
40112682,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/0c/0c15cf6887624bb3cac32c331f2733e7f6d7da2b.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/0c/0c15cf6887624bb3cac32c331f2733e7f6d7da2b_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/0c/0c15cf6887624bb3cac32c331f2733e7f6d7da2b_medium.jpg,0.0,,,,0,,,,False,True,,,,,2017-07-29T00:12:43.000Z,RU,0,,SoulDrow,SoulDrow,http://steamcommunity.com/profiles/76561198000378410/,76561198000378410,2702129,PENTA Sports,PENTA,
40209325,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/32/32b02d3e61f4b4cd01cd35aaf0935a341834fb70.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/32/32b02d3e61f4b4cd01cd35aaf0935a341834fb70_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/32/32b02d3e61f4b4cd01cd35aaf0935a341834fb70_medium.jpg,0.0,se,,,1,True,2017-02-08T18:20:15.815Z,,True,True,,,,,2017-07-10T06:00:21.000Z,,1502694000,,Jonassomfan,jsf,http://steamcommunity.com/profiles/76561198000475053/,76561198000475053,111474,Alliance,Alliance,
40547474,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/88/882de59e69df6f53da75503e96caf4a7f04e5ac5.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/88/882de59e69df6f53da75503e96caf4a7f04e5ac5_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/88/882de59e69df6f53da75503e96caf4a7f04e5ac5_medium.jpg,0.0,ca,,,2,False,2017-06-21T18:31:12.903Z,,True,True,,,,,2017-07-28T23:36:07.000Z,CA,1502694000,,Aui_2000,Aui_2000,http://steamcommunity.com/id/aui_2000/,76561198000813202,1333179,Cloud9,C9,
40586005,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/fb/fbb125a490522eac46c427e5cd2f6c1a161bab68.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/fb/fbb125a490522eac46c427e5cd2f6c1a161bab68_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/fb/fbb125a490522eac46c427e5cd2f6c1a161bab68_medium.jpg,0.0,us,,,0,False,2015-09-26T20:43:43.783Z,,True,True,,,,2015-09-21T20:02:09.044Z,2017-07-29T03:31:08.000Z,US,1502694000,,WWD,wwd,http://steamcommunity.com/profiles/76561198000851733/,76561198000851733,4425718,Nano,Nano,
41016928,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/28/28d5577ebf29dd2da8cb155ba3740794f0ebee1b.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/28/28d5577ebf29dd2da8cb155ba3740794f0ebee1b_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/28/28d5577ebf29dd2da8cb155ba3740794f0ebee1b_medium.jpg,0.0,,,,1,False,2017-01-10T04:00:24.578Z,,False,True,,,,,2017-07-18T20:15:56.000Z,,0,,RYU,ttv-,http://steamcommunity.com/profiles/76561198001282656/,76561198001282656,2736247,ijhbaseugyhAUYEAUYHISEhuiSa,",",
41231571,,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/5b/5be1276793e980f1106280ee7beaba5204a719da.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/5b/5be1276793e980f1106280ee7beaba5204a719da_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/5b/5be1276793e980f1106280ee7beaba5204a719da_medium.jpg,0.0,se,,,3,True,2017-07-29T01:52:04.955Z,,True,True,,,,,2017-07-08T14:40:06.000Z,,1502694000,,s4,Carl,http://steamcommunity.com/profiles/76561198001497299/,76561198001497299,2586976,OG Dota2,OG,
41246809,13.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/f5/f5f7a769beadd91c0edfc09d987c71b65687dc52.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/f5/f5f7a769beadd91c0edfc09d987c71b65687dc52_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/f5/f5f7a769beadd91c0edfc09d987c71b65687dc52_medium.jpg,0.0,,7.0,6.0,0,False,2017-02-18T10:15:49.502Z,357.0,False,True,3.0,7.0,87.0,,2017-07-23T16:31:11.000Z,,0,support,,Laged,http://steamcommunity.com/id/laged/,76561198001512537,0,OOGWAY,oO,432.0
41288955,12.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/48/4810d45e9b3f519cd914fcc90b2cce58d9e2cd6e.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/48/4810d45e9b3f519cd914fcc90b2cce58d9e2cd6e_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/48/4810d45e9b3f519cd914fcc90b2cce58d9e2cd6e_medium.jpg,0.0,se,5.0,3.0,2,False,2017-05-08T08:46:48.630Z,346.0,True,True,3.0,5.0,86.0,,2017-07-25T14:32:51.000Z,,1502694000,support,Akke,Akke,http://steamcommunity.com/profiles/76561198001554683/,76561198001554683,4328182,Crescendo,Crescendo,382.0
41470731,12.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/80/80e4d4b797d125bcdcb2d71c9c8f82ff95fcf090.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/80/80e4d4b797d125bcdcb2d71c9c8f82ff95fcf090_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/80/80e4d4b797d125bcdcb2d71c9c8f82ff95fcf090_medium.jpg,0.0,us,5.0,3.0,2,False,2016-04-09T09:19:08.670Z,376.0,False,True,4.0,6.0,102.0,2016-09-01T20:08:40.109Z,2017-07-08T21:13:24.000Z,,1481500800,support,FLUFFNSTUFF,Brian,http://steamcommunity.com/id/wkbrianlee/,76561198001736459,2059672,FireDota,Fire,416.0
41818582,11.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/4c/4cb0d728817150215e120f41b8f15d96bcfdfa14.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/4c/4cb0d728817150215e120f41b8f15d96bcfdfa14_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/4c/4cb0d728817150215e120f41b8f15d96bcfdfa14_medium.jpg,0.0,se,6.0,8.0,1,,,459.0,False,True,3.0,8.0,163.0,,,,1481500800,carry,M4lem,Sasha Thumper,http://steamcommunity.com/profiles/76561198002084310/,76561198002084310,2788336,4Vikings+Dane,4vd,516.0
42475673,11.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/6e/6ebcded7aeff1ea2b27fad9279b1374308324d25.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/6e/6ebcded7aeff1ea2b27fad9279b1374308324d25_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/6e/6ebcded7aeff1ea2b27fad9279b1374308324d25_medium.jpg,0.0,ru,8.0,4.0,2,,,368.0,True,True,2.0,6.0,90.0,2017-04-22T12:55:50.652Z,2017-07-11T15:26:10.000Z,RU,1502694000,support,Docy,BIG RUSSIAN MANAGER,http://steamcommunity.com/id/Ice_Docy/,76561198002741401,2486519,GUS-GAMING.COM,GUS,423.0
42935949,12.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/3d/3d57b34d7177ce6037b764733423318f4cab9f46.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/3d/3d57b34d7177ce6037b764733423318f4cab9f46_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/3d/3d57b34d7177ce6037b764733423318f4cab9f46_medium.jpg,0.0,de,8.0,5.0,2,False,2017-06-08T19:11:47.814Z,362.0,False,True,2.0,6.0,111.0,2017-02-14T01:13:34.013Z,2017-07-28T15:14:58.000Z,,0,support,Blacklight,@Blocklightcast,http://steamcommunity.com/profiles/76561198003201677/,76561198003201677,2564834,Team Saphira,Saphira,423.0
42989814,11.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/76/766f9babe8b2da20534209688e771b210a52a74a.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/76/766f9babe8b2da20534209688e771b210a52a74a_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/76/766f9babe8b2da20534209688e771b210a52a74a_medium.jpg,0.0,dk,6.0,14.0,1,False,2017-03-15T22:11:47.288Z,526.0,True,True,4.0,11.0,182.0,,2017-07-29T02:51:11.000Z,DK,1502694000,mid,BBK,Mayushii KAWAIIIIIIII,http://steamcommunity.com/id/dsgsqweqwea/,76561198003255542,4328182,Crescendo,Crescendo,567.0
43276219,9.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/28/288f68899a1a3b46e6f6a55f85e15cfb36bf61c8.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/28/288f68899a1a3b46e6f6a55f85e15cfb36bf61c8_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/28/288f68899a1a3b46e6f6a55f85e15cfb36bf61c8_medium.jpg,0.0,ca,5.0,9.0,1,True,2017-07-27T02:55:48.996Z,511.0,True,True,4.0,8.0,204.0,,2017-06-28T06:29:48.000Z,,1502694000,carry,EternaLEnVy,Kazuki Kazami,http://steamcommunity.com/profiles/76561198003541947/,76561198003541947,1333179,Cloud9,C9,552.0
43401453,10.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/7f/7f8280301c6984edf1a282650f11985c6375347c.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/7f/7f8280301c6984edf1a282650f11985c6375347c_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/7f/7f8280301c6984edf1a282650f11985c6375347c_medium.jpg,0.0,ai,7.0,11.0,1,True,2016-10-27T05:40:18.298Z,470.0,True,True,3.0,9.0,162.0,,2017-06-24T18:26:46.000Z,,1502694000,mid,g0g1,gg,http://steamcommunity.com/profiles/76561198003667181/,76561198003667181,2537636,Elements Pro Gaming,EPG,523.0
43619695,13.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/83/83eb4f847a3afe909f7713e9efa6206fec490754.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/83/83eb4f847a3afe909f7713e9efa6206fec490754_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/83/83eb4f847a3afe909f7713e9efa6206fec490754_medium.jpg,0.0,dk,6.0,6.0,1,False,2017-02-03T01:02:28.801Z,437.0,True,True,4.0,8.0,119.0,,2017-07-28T23:29:34.000Z,DK,1502694000,offlane,HeStEJoE-RoTTeN,LeftHanded Player!,http://steamcommunity.com/id/HeStEJoE-RoTTeN/,76561198003885423,2533075,Danish Bears,DB,490.0
43720230,12.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/73/73fefd27a052450f5d6695f009eb42e17e8f2b12.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/73/73fefd27a052450f5d6695f009eb42e17e8f2b12_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/73/73fefd27a052450f5d6695f009eb42e17e8f2b12_medium.jpg,0.0,se,5.0,9.0,1,False,2016-10-30T16:30:59.226Z,485.0,False,True,5.0,10.0,156.0,2016-01-02T18:48:13.214Z,2017-06-11T16:50:59.000Z,SE,0,mid,Apemother,fresh covfefe,http://steamcommunity.com/id/apemother/,76561198003985958,0,,,546.0
44232590,12.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/39/399686fc95ec5c7d1d2fb922e0909e4e1cbc2e10.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/39/399686fc95ec5c7d1d2fb922e0909e4e1cbc2e10_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/39/399686fc95ec5c7d1d2fb922e0909e4e1cbc2e10_medium.jpg,0.0,ru,6.0,5.0,2,False,2017-07-05T15:58:27.054Z,416.0,True,True,4.0,9.0,115.0,2017-07-05T15:42:17.180Z,2017-07-28T17:22:12.000Z,RU,1502694000,carry,S1D,S1D,http://steamcommunity.com/id/SIDJkee/,76561198004498318,3783455,,,475.0
47434686,12.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/af/af746efb52ce821e91aa904d0dbc41c53fbce866.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/af/af746efb52ce821e91aa904d0dbc41c53fbce866_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/af/af746efb52ce821e91aa904d0dbc41c53fbce866_medium.jpg,0.0,us,6.0,5.0,2,,,385.0,False,True,3.0,7.0,103.0,,2017-07-28T23:01:59.000Z,,1493683200,mid,SVG,X~,http://steamcommunity.com/id/Electa/,76561198007700414,0,Team NP,NP,449.0
47976221,11.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/e7/e758d90062f581186b4b5fd2584061847133fd8a.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/e7/e758d90062f581186b4b5fd2584061847133fd8a_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/e7/e758d90062f581186b4b5fd2584061847133fd8a_medium.jpg,0.0,,6.0,5.0,1,False,2016-09-03T19:09:42.273Z,444.0,False,True,3.0,7.0,144.0,2016-07-24T18:12:16.404Z,2017-07-28T11:31:05.000Z,RU,1493683200,offlane,Dale,Gunslinger,http://steamcommunity.com/profiles/76561198008241949/,76561198008241949,0,Sanguine Sharks,SHARKS,499.0
48360195,,,,,,ua,,,0,,,,False,True,,,,,,,0,,VK,,,,1846548,HellRaisers,HR,
48782900,13.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/20/20c1e390c3475a50e6f1591207aae0c073ffeaf5.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/20/20c1e390c3475a50e6f1591207aae0c073ffeaf5_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/20/20c1e390c3475a50e6f1591207aae0c073ffeaf5_medium.jpg,0.0,id,7.0,6.0,2,False,2017-05-12T15:07:53.660Z,415.0,True,True,3.0,7.0,127.0,2016-09-27T08:06:27.680Z,2017-07-22T12:38:16.000Z,ID,1502694000,support,Eden,Deus lo vult,http://steamcommunity.com/id/leecopper15/,76561198009048628,3018001,nasty potatoes,napo,463.0
49317728,10.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/09/096353c8daaaa494b649cce00114c90ae4613973.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/09/096353c8daaaa494b649cce00114c90ae4613973_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/09/096353c8daaaa494b649cce00114c90ae4613973_medium.jpg,0.0,us,5.0,8.0,1,True,2017-05-13T19:46:08.403Z,456.0,True,True,3.0,5.0,193.0,,2017-06-30T00:13:11.000Z,US,1502694000,mid,swindlemelonzz,swindlemelonzz,http://steamcommunity.com/id/kfree/,76561198009583456,3,compLexity Gaming,coL,480.0
49331113,13.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/f8/f88a42d0325b564781ec500b046c1cf2d4e90ffa.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/f8/f88a42d0325b564781ec500b046c1cf2d4e90ffa_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/f8/f88a42d0325b564781ec500b046c1cf2d4e90ffa_medium.jpg,0.0,ru,8.0,5.0,0,False,2017-07-07T19:54:44.912Z,378.0,False,True,3.0,8.0,92.0,,2017-07-28T21:13:30.000Z,RU,0,support,Kekerocker,Kekerocker,http://steamcommunity.com/id/Denitobibito/,76561198009596841,4100699,@ANIME PRO BOKSERA,BOX,436.0
49424504,13.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/93/93e427e72481112f25f9aad9769932e30e8b961d.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/93/93e427e72481112f25f9aad9769932e30e8b961d_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/93/93e427e72481112f25f9aad9769932e30e8b961d_medium.jpg,0.0,se,7.0,6.0,2,False,2017-04-18T01:20:00.872Z,396.0,True,True,3.0,6.0,113.0,2016-11-11T16:30:50.915Z,2017-07-28T23:33:36.000Z,,1502694000,support,DancingDragon,DancingDragon,http://steamcommunity.com/profiles/76561198009690232/,76561198009690232,3152713,4 protect five,4p5,438.0
50138949,12.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/79/79eae8b883e363dddcf9880d55aabe3ec8108c4f.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/79/79eae8b883e363dddcf9880d55aabe3ec8108c4f_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/79/79eae8b883e363dddcf9880d55aabe3ec8108c4f_medium.jpg,0.0,,7.0,5.0,0,,,379.0,False,True,3.0,8.0,107.0,,2017-07-28T03:22:33.000Z,PE,0,mid,,GF.TrEOk!,http://steamcommunity.com/id/mackling/,76561198010404677,0,,,465.0
50674154,10.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/11/11895f22a29becdc3e7150115b415f78ca51d410.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/11/11895f22a29becdc3e7150115b415f78ca51d410_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/11/11895f22a29becdc3e7150115b415f78ca51d410_medium.jpg,0.0,us,5.0,8.0,1,False,2016-04-25T15:45:40.623Z,501.0,False,True,4.0,9.0,169.0,2016-04-25T05:13:43.447Z,2017-07-27T02:15:01.000Z,US,0,carry,@ShredderDota,Shredder,http://steamcommunity.com/id/fishbat/,76561198010939882,1276923,Leviathan',LvT,538.0
50828662,12.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/be/be3c897025938ff4e3a2629f8f8048c8afa6e472.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/be/be3c897025938ff4e3a2629f8f8048c8afa6e472_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/be/be3c897025938ff4e3a2629f8f8048c8afa6e472_medium.jpg,0.0,us,5.0,6.0,2,False,2016-04-06T03:38:26.485Z,458.0,True,True,4.0,8.0,132.0,2017-02-04T23:15:45.223Z,2017-06-30T00:13:11.000Z,,1502694000,support,Zfreek,asdafds[';vf/.,http://steamcommunity.com/id/zfreek94/,76561198011094390,3,compLexity Gaming,coL,502.0
51541746,12.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/7d/7d57ca7d7cee2a237ff2f28526beac48ae6aed20.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/7d/7d57ca7d7cee2a237ff2f28526beac48ae6aed20_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/7d/7d57ca7d7cee2a237ff2f28526beac48ae6aed20_medium.jpg,0.0,sg,6.0,10.0,1,,,456.0,False,True,4.0,11.0,150.0,,2017-05-06T09:16:00.000Z,SG,0,mid,Ysaera,Y.,http://steamcommunity.com/id/ysaera/,76561198011807474,463048,insidiousidol,ii,530.0
51684352,11.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/c4/c424958661e4c0f919a6d81a5e866c4af34c3add.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/c4/c424958661e4c0f919a6d81a5e866c4af34c3add_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/c4/c424958661e4c0f919a6d81a5e866c4af34c3add_medium.jpg,0.0,cn,6.0,14.0,1,,,524.0,False,True,4.0,9.0,191.0,2017-03-21T07:42:39.881Z,2017-07-28T13:40:46.000Z,CN,1471168800,carry,LuLu^^,Fairytale ~,http://steamcommunity.com/id/lulushow/,76561198011950080,0,Team Braveheart,Bheart,553.0
51747431,10.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/a5/a5c37c4492251e683fdb442b6433287bda5b8416.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/a5/a5c37c4492251e683fdb442b6433287bda5b8416_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/a5/a5c37c4492251e683fdb442b6433287bda5b8416_medium.jpg,0.0,in,7.0,11.0,1,,,516.0,True,True,3.0,12.0,182.0,,2017-07-29T02:57:41.000Z,,1502694000,mid,Crowley,Sig,http://steamcommunity.com/id/Raunak1/,76561198012013159,4426165,Signify,Signify,574.0
51836201,12.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/cc/cc4c81835abd24850762ffa971ea741746ebdf2d.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/cc/cc4c81835abd24850762ffa971ea741746ebdf2d_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/cc/cc4c81835abd24850762ffa971ea741746ebdf2d_medium.jpg,0.0,,6.0,6.0,0,False,2016-04-07T04:50:38.748Z,408.0,False,True,3.0,8.0,113.0,2017-06-19T22:29:19.884Z,2017-07-28T20:37:45.000Z,UA,0,mid,Sm1Ley,Blank face,http://steamcommunity.com/id/AWDSFASD/,76561198012101929,3783455,,,466.0
52191022,12.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/a8/a83440d3cd423ad4f1095323d2483a8c976f69f8.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/a8/a83440d3cd423ad4f1095323d2483a8c976f69f8_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/a8/a83440d3cd423ad4f1095323d2483a8c976f69f8_medium.jpg,0.0,va,7.0,4.0,1,False,2016-03-12T15:35:41.542Z,430.0,False,True,3.0,9.0,113.0,2016-03-12T15:33:57.182Z,2017-07-28T02:27:03.000Z,US,1493683200,support,lolita,dismas,http://steamcommunity.com/id/tbbbird/,76561198012456750,0,Team Freedom Dota 2,Freedom,470.0
53178236,10.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/7f/7f294ed0ac702ac43a8077fa5bf4e4d2d93fd3a8.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/7f/7f294ed0ac702ac43a8077fa5bf4e4d2d93fd3a8_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/7f/7f294ed0ac702ac43a8077fa5bf4e4d2d93fd3a8_medium.jpg,0.0,ru,5.0,6.0,1,False,2017-01-17T11:35:55.263Z,503.0,True,True,4.0,8.0,182.0,,2017-07-28T22:45:17.000Z,RU,1502694000,offlane,sedoy,Sedoy,http://steamcommunity.com/id/123125455654/,76561198013443964,4100699,@ANIME PRO BOKSERA,BOX,536.0
53252694,11.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/3d/3d2cbb644e827329244efa0292db213203819471.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/3d/3d2cbb644e827329244efa0292db213203819471_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/3d/3d2cbb644e827329244efa0292db213203819471_medium.jpg,0.0,gb,8.0,8.0,1,False,2016-04-11T09:56:37.975Z,425.0,False,True,2.0,8.0,157.0,2017-06-20T09:22:16.571Z,2017-07-28T22:57:30.000Z,GB,0,carry,Joe,Joe,http://steamcommunity.com/id/JoeEastham/,76561198013518422,3851482,DD.Dota,DD,493.0
54580962,13.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/d1/d17419fca1a419b86ec4b87a643968e4811897e6.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/d1/d17419fca1a419b86ec4b87a643968e4811897e6_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/d1/d17419fca1a419b86ec4b87a643968e4811897e6_medium.jpg,0.0,se,6.0,5.0,2,False,2017-07-07T08:58:50.077Z,418.0,True,True,3.0,6.0,127.0,2016-11-11T17:31:55.114Z,2017-07-28T12:38:15.000Z,SE,1502694000,support,iNSaNiA,Water,http://steamcommunity.com/profiles/76561198014846690/,76561198014846690,3729377,Ninjas in Pyjamas,NiP,437.0
55649904,10.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/b7/b77d28c6e537afb11f77b2b1f42f2ae8baeb4614.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/b7/b77d28c6e537afb11f77b2b1f42f2ae8baeb4614_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/b7/b77d28c6e537afb11f77b2b1f42f2ae8baeb4614_medium.jpg,0.0,cz,5.0,12.0,1,False,2017-04-07T00:26:13.656Z,571.0,True,True,5.0,13.0,191.0,2017-03-21T01:51:59.418Z,2017-07-28T23:12:45.000Z,CZ,1502694000,mid,Mambos,Mambos,http://steamcommunity.com/profiles/76561198015915632/,76561198015915632,2564834,Team Saphira,Saphira,624.0
56939869,12.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/95/95e20ac0675bbb5a07a120e1d53f7cead53d44d5.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/95/95e20ac0675bbb5a07a120e1d53f7cead53d44d5_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/95/95e20ac0675bbb5a07a120e1d53f7cead53d44d5_medium.jpg,0.0,se,6.0,9.0,1,False,2017-07-23T13:00:57.855Z,505.0,False,True,4.0,9.0,180.0,2017-02-23T19:26:48.192Z,2017-07-29T02:51:11.000Z,,1493683200,carry,Gorgc,Gorgc,http://steamcommunity.com/profiles/76561198017205597/,76561198017205597,3326680,Horde,Horde,529.0
57835748,12.0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/03/03e833a07944b6b19f1bf7f5a67b11a2d15e33b0.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/03/03e833a07944b6b19f1bf7f5a67b11a2d15e33b0_full.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/avatars/03/03e833a07944b6b19f1bf7f5a67b11a2d15e33b0_medium.jpg,0.0,se,5.0,7.0,1,,,500.0,False,True,4.0,9.0,178.0,,2017-07-27T23:03:43.000Z,SE,0,mid,strangby,#44adnanjanuzaj,http://steamcommunity.com/id/strangby/,76561198018101476,2558017,DJ!,DJ,545.0
